transcript,KO
Transcript_26200.p1,K10457
Transcript_26201.p1,K13503
Transcript_26202.p1,
Transcript_26203.p1,
Transcript_26204.p1,
Transcript_26205.p1,
Transcript_26206.p1,
Transcript_26207.p2,
Transcript_26208.p1,K21868
Transcript_26209.p1,
Transcript_2621.p1,K01262
Transcript_26210.p3,K21868
Transcript_26211.p1,
Transcript_26212.p2,
Transcript_26213.p1,
Transcript_26214.p1,
Transcript_26215.p1,K12450
Transcript_26216.p3,
Transcript_26217.p3,
Transcript_26218.p1,
Transcript_26219.p1,
Transcript_2622.p3,K02884
Transcript_26220.p3,
Transcript_26221.p2,
Transcript_26222.p6,
Transcript_26224.p1,K06173
Transcript_26226.p1,K12567
Transcript_26228.p1,
Transcript_26229.p1,
Transcript_2623.p1,
Transcript_26230.p2,
Transcript_26231.p1,
Transcript_26232.p1,K20184
Transcript_26235.p1,
Transcript_26236.p1,
Transcript_26238.p1,
Transcript_26239.p1,
Transcript_2624.p1,K10418
Transcript_26241.p1,
Transcript_26242.p1,
Transcript_26243.p1,
Transcript_26244.p2,
Transcript_26245.p1,K10408
Transcript_26246.p4,
Transcript_26247.p3,
Transcript_26248.p5,
Transcript_26249.p2,
Transcript_2625.p1,
Transcript_26251.p2,
Transcript_26252.p1,
Transcript_26253.p1,K22647
Transcript_26254.p4,
Transcript_26255.p2,
Transcript_26256.p2,
Transcript_26257.p1,
Transcript_26258.p1,
Transcript_26259.p1,
Transcript_2626.p1,K11795
Transcript_26261.p1,
Transcript_26262.p1,
Transcript_26263.p3,K00574
Transcript_26264.p2,K00574
Transcript_26265.p2,
Transcript_26266.p1,
Transcript_26267.p2,
Transcript_26268.p1,
Transcript_26269.p1,
Transcript_2627.p1,
Transcript_26270.p1,
Transcript_26271.p1,K00940
Transcript_26272.p3,K11204
Transcript_26273.p2,
Transcript_26274.p1,K14959
Transcript_26276.p2,
Transcript_26277.p3,K00218
Transcript_26278.p2,
Transcript_26279.p1,
Transcript_2628.p1,
Transcript_26280.p1,
Transcript_26281.p1,
Transcript_26282.p2,
Transcript_26284.p2,
Transcript_26286.p3,
Transcript_26287.p1,
Transcript_26288.p1,
Transcript_26289.p1,K15451
Transcript_2629.p1,K03320
Transcript_26290.p1,
Transcript_26292.p2,K09667
Transcript_26295.p1,
Transcript_26296.p1,K17907
Transcript_26297.p2,
Transcript_26298.p1,K03164
Transcript_26299.p1,
Transcript_263.p1,K08770
Transcript_2630.p3,K11423
Transcript_26300.p3,
Transcript_26301.p2,
Transcript_26303.p1,
Transcript_26304.p3,
Transcript_26305.p1,
Transcript_26306.p1,
Transcript_26307.p1,
Transcript_26308.p2,
Transcript_26309.p1,K03046
Transcript_2631.p1,
Transcript_26310.p2,
Transcript_26311.p1,
Transcript_26312.p1,
Transcript_26315.p1,
Transcript_26318.p4,
Transcript_2632.p1,
Transcript_26320.p1,
Transcript_26321.p1,
Transcript_26322.p2,
Transcript_26325.p1,
Transcript_26327.p1,
Transcript_26329.p1,K03046
Transcript_2633.p2,
Transcript_26330.p1,
Transcript_26335.p1,K14834
Transcript_26336.p2,
Transcript_26337.p2,
Transcript_26338.p1,
Transcript_2634.p1,K11988
Transcript_26341.p1,
Transcript_26342.p1,K18272
Transcript_26343.p1,
Transcript_26344.p1,K12833
Transcript_26345.p1,
Transcript_26346.p1,
Transcript_26347.p1,
Transcript_26348.p1,K14165
Transcript_26349.p3,
Transcript_26350.p1,
Transcript_26351.p1,K11734
Transcript_26352.p3,
Transcript_26353.p1,K01714
Transcript_26354.p6,K02905
Transcript_26356.p1,
Transcript_26357.p3,
Transcript_26358.p2,
Transcript_26359.p2,
Transcript_2636.p1,
Transcript_26360.p2,K16458
Transcript_26361.p2,
Transcript_26362.p1,
Transcript_26363.p1,
Transcript_26365.p3,
Transcript_26366.p1,
Transcript_26367.p1,
Transcript_26368.p1,
Transcript_26369.p2,
Transcript_2637.p1,
Transcript_26370.p2,
Transcript_26371.p1,
Transcript_26372.p1,
Transcript_26373.p1,K01275
Transcript_26374.p1,
Transcript_26375.p1,K21801
Transcript_26376.p3,
Transcript_26377.p1,K10380
Transcript_26378.p2,
Transcript_26379.p1,
Transcript_2638.p2,
Transcript_26380.p1,
Transcript_26381.p2,K07893
Transcript_26382.p2,K13800
Transcript_26383.p1,
Transcript_26384.p2,
Transcript_26385.p1,
Transcript_26386.p1,
Transcript_26387.p1,
Transcript_26388.p1,
Transcript_26389.p2,
Transcript_2639.p1,
Transcript_26390.p1,
Transcript_26391.p1,K03797
Transcript_26392.p1,
Transcript_26393.p1,
Transcript_26394.p1,
Transcript_26396.p1,K10393
Transcript_26397.p2,K10875
Transcript_26398.p2,
Transcript_26399.p1,
Transcript_264.p1,
Transcript_2640.p2,
Transcript_26400.p1,K16273
Transcript_26401.p2,
Transcript_26402.p2,
Transcript_26403.p2,
Transcript_26404.p1,
Transcript_26405.p1,
Transcript_26406.p1,
Transcript_26407.p1,
Transcript_26409.p2,
Transcript_26410.p1,K10388
Transcript_26411.p1,
Transcript_26412.p2,K10442
Transcript_26413.p2,
Transcript_26414.p1,
Transcript_26415.p2,
Transcript_26416.p1,K09420
Transcript_26417.p1,K04498
Transcript_26418.p1,
Transcript_26419.p1,K14412
Transcript_2642.p1,K00322
Transcript_26420.p1,K19681
Transcript_26421.p1,
Transcript_26422.p2,
Transcript_26423.p1,
Transcript_26424.p2,
Transcript_26425.p2,
Transcript_26426.p1,
Transcript_26427.p2,
Transcript_26428.p2,
Transcript_26429.p1,
Transcript_2643.p1,K00322
Transcript_26430.p1,
Transcript_26431.p1,
Transcript_26432.p1,
Transcript_26433.p1,K16675
Transcript_26435.p1,
Transcript_26436.p2,K13989
Transcript_26437.p2,
Transcript_26438.p1,
Transcript_26439.p1,
Transcript_2644.p1,K01210
Transcript_26440.p2,
Transcript_26442.p1,K17872
Transcript_26443.p1,
Transcript_26444.p1,
Transcript_26447.p2,
Transcript_26448.p1,
Transcript_2645.p1,K01210
Transcript_26451.p2,
Transcript_26454.p1,
Transcript_26456.p3,
Transcript_26457.p1,
Transcript_26458.p2,
Transcript_2646.p1,
Transcript_26461.p3,K03320
Transcript_26462.p1,K10046
Transcript_26463.p2,
Transcript_26464.p3,
Transcript_26465.p1,
Transcript_26466.p4,
Transcript_2647.p1,K23151
Transcript_26473.p1,K10643
Transcript_26474.p2,
Transcript_26475.p1,
Transcript_26476.p1,
Transcript_26477.p3,
Transcript_26479.p1,
Transcript_2648.p1,
Transcript_26481.p3,
Transcript_26486.p1,
Transcript_26487.p1,
Transcript_26489.p3,
Transcript_2649.p2,
Transcript_26491.p3,K02349
Transcript_26493.p1,
Transcript_26496.p1,
Transcript_26497.p1,
Transcript_265.p1,
Transcript_2650.p4,K04350
Transcript_26500.p2,K02885
Transcript_26502.p1,
Transcript_2651.p3,
Transcript_26510.p1,
Transcript_26511.p1,
Transcript_26513.p2,
Transcript_26514.p1,
Transcript_26515.p2,
Transcript_26516.p1,
Transcript_26519.p3,
Transcript_2652.p1,
Transcript_26520.p2,
Transcript_26521.p1,K01070
Transcript_26524.p1,K12259
Transcript_26526.p1,
Transcript_26527.p1,K06027
Transcript_26529.p3,
Transcript_2653.p2,
Transcript_26530.p1,K04977
Transcript_26531.p3,
Transcript_26532.p1,
Transcript_26533.p1,K22544
Transcript_26534.p1,
Transcript_26535.p1,
Transcript_26536.p2,
Transcript_26537.p3,
Transcript_26538.p3,K02179
Transcript_26539.p1,
Transcript_2654.p3,K00326
Transcript_26540.p1,
Transcript_26541.p1,
Transcript_26542.p1,K14617
Transcript_26543.p1,
Transcript_26544.p1,
Transcript_26546.p2,
Transcript_26547.p2,
Transcript_26548.p1,
Transcript_26549.p6,
Transcript_2655.p1,K08857
Transcript_26550.p2,K10779
Transcript_26551.p2,
Transcript_26552.p1,
Transcript_26553.p1,
Transcript_26554.p3,
Transcript_26555.p1,
Transcript_26556.p1,
Transcript_26557.p1,
Transcript_26558.p2,
Transcript_26559.p1,
Transcript_2656.p1,K14430
Transcript_26560.p1,
Transcript_26561.p2,
Transcript_26562.p1,
Transcript_26563.p4,
Transcript_26564.p2,
Transcript_26565.p2,
Transcript_26566.p2,
Transcript_26567.p1,
Transcript_26568.p1,
Transcript_2657.p2,
Transcript_26570.p1,K05387
Transcript_26572.p2,K12869
Transcript_26573.p2,K02978
Transcript_26574.p1,
Transcript_26575.p3,
Transcript_26576.p2,
Transcript_26577.p2,
Transcript_26578.p5,K10896
Transcript_26579.p1,
Transcript_2658.p2,
Transcript_26580.p2,
Transcript_26581.p1,
Transcript_26582.p2,K12823
Transcript_26583.p2,
Transcript_26584.p1,
Transcript_26585.p3,
Transcript_26586.p1,
Transcript_26587.p1,
Transcript_26588.p1,
Transcript_26589.p1,K02873
Transcript_26590.p1,
Transcript_26591.p1,
Transcript_26592.p1,
Transcript_26593.p2,
Transcript_26594.p5,K06875
Transcript_26595.p3,
Transcript_26596.p1,
Transcript_26597.p1,K06689
Transcript_26598.p1,
Transcript_26599.p1,
Transcript_266.p1,K00911
Transcript_2660.p1,
Transcript_26600.p1,
Transcript_26601.p1,
Transcript_26602.p1,
Transcript_26603.p1,
Transcript_26604.p1,
Transcript_26605.p1,
Transcript_26608.p2,K21804
Transcript_26609.p1,
Transcript_26610.p1,
Transcript_26611.p1,
Transcript_26612.p1,K11841
Transcript_26613.p2,
Transcript_26614.p2,
Transcript_26615.p3,
Transcript_26616.p1,K10844
Transcript_26617.p2,
Transcript_26618.p2,K16855
Transcript_26619.p4,
Transcript_2662.p1,
Transcript_26620.p1,K13348
Transcript_26621.p2,K05692
Transcript_26622.p2,K22686
Transcript_26623.p3,
Transcript_26624.p2,K17583
Transcript_26625.p1,
Transcript_26626.p1,K14840
Transcript_26627.p2,K09515
Transcript_26628.p1,
Transcript_26629.p3,K01714
Transcript_2663.p4,
Transcript_26630.p1,K03978
Transcript_26631.p1,
Transcript_26632.p1,
Transcript_26634.p2,
Transcript_26635.p2,
Transcript_26636.p1,K20784
Transcript_26637.p1,K20784
Transcript_26638.p3,
Transcript_26639.p7,
Transcript_2664.p1,
Transcript_26640.p1,
Transcript_26641.p1,K02296
Transcript_26642.p1,
Transcript_26643.p1,
Transcript_26644.p1,K10443
Transcript_26645.p1,K15100
Transcript_26647.p2,
Transcript_26648.p2,
Transcript_26649.p1,K04097
Transcript_2665.p2,
Transcript_26650.p1,K13207
Transcript_26651.p1,
Transcript_26652.p1,
Transcript_26653.p1,
Transcript_26654.p1,
Transcript_26655.p1,
Transcript_26656.p2,K16578
Transcript_26657.p1,
Transcript_26658.p2,
Transcript_26659.p1,K04837
Transcript_2666.p3,
Transcript_26660.p2,
Transcript_26661.p1,
Transcript_26662.p2,
Transcript_26663.p2,
Transcript_26664.p1,
Transcript_26666.p1,
Transcript_26667.p2,
Transcript_26668.p2,
Transcript_26669.p1,
Transcript_2667.p1,
Transcript_26670.p1,K11434
Transcript_26671.p3,K04437
Transcript_26672.p2,
Transcript_26673.p1,K15436
Transcript_26674.p2,K05546
Transcript_26675.p2,
Transcript_26676.p1,
Transcript_26677.p1,
Transcript_26678.p1,
Transcript_26679.p1,K12842
Transcript_2668.p2,
Transcript_26681.p1,
Transcript_26683.p1,
Transcript_26684.p5,K03671
Transcript_26685.p1,
Transcript_26686.p1,
Transcript_26687.p1,
Transcript_26688.p1,
Transcript_26689.p1,K11971
Transcript_2669.p3,
Transcript_26690.p2,
Transcript_26691.p1,
Transcript_26692.p1,
Transcript_26693.p1,K12605
Transcript_26694.p5,
Transcript_26695.p1,K15280
Transcript_26696.p1,
Transcript_26697.p1,
Transcript_26698.p1,
Transcript_26699.p1,K18932
Transcript_267.p5,
Transcript_26700.p1,
Transcript_26701.p3,
Transcript_26702.p1,
Transcript_26704.p2,
Transcript_26705.p1,K06947
Transcript_26707.p2,
Transcript_26708.p1,K18465
Transcript_26709.p1,
Transcript_2671.p1,
Transcript_26711.p3,
Transcript_26712.p2,K10583
Transcript_26713.p1,K05633
Transcript_26714.p1,
Transcript_26715.p1,
Transcript_26716.p1,
Transcript_26717.p3,
Transcript_26719.p1,
Transcript_2672.p1,
Transcript_26720.p2,
Transcript_26721.p1,K20285
Transcript_26722.p2,K06676
Transcript_26723.p1,
Transcript_26724.p1,K00383
Transcript_26726.p1,K00849
Transcript_26727.p1,K00383
Transcript_26728.p2,K00383
Transcript_26729.p1,K22182
Transcript_2673.p1,
Transcript_26730.p2,
Transcript_26731.p2,
Transcript_26732.p4,
Transcript_26733.p2,K03595
Transcript_26734.p1,
Transcript_26735.p2,K12603
Transcript_26736.p1,K04523
Transcript_26737.p4,
Transcript_26738.p2,K06916
Transcript_26739.p1,K09512
Transcript_2674.p1,
Transcript_26740.p1,K01511
Transcript_26741.p1,K18328
Transcript_26742.p2,
Transcript_26743.p1,
Transcript_26744.p1,
Transcript_26745.p1,K04874
Transcript_26746.p1,
Transcript_26747.p3,K16473
Transcript_26748.p4,K13280
Transcript_26749.p2,
Transcript_2675.p2,K19562
Transcript_26750.p1,
Transcript_26751.p1,
Transcript_26752.p1,K17816
Transcript_26753.p1,
Transcript_26756.p1,
Transcript_26757.p2,
Transcript_2676.p1,
Transcript_26760.p3,
Transcript_26761.p1,
Transcript_26762.p1,K10408
Transcript_26764.p1,
Transcript_26765.p1,
Transcript_26768.p1,
Transcript_26769.p2,K12191
Transcript_2677.p1,
Transcript_26770.p3,K12275
Transcript_26771.p1,
Transcript_26774.p2,
Transcript_26775.p1,
Transcript_26777.p1,
Transcript_26778.p1,
Transcript_26779.p1,
Transcript_2678.p1,
Transcript_26780.p1,
Transcript_26781.p3,
Transcript_26782.p1,
Transcript_26783.p3,
Transcript_26784.p1,
Transcript_26785.p3,K06822
Transcript_26788.p1,K22614
Transcript_2679.p1,K14326
Transcript_26794.p1,
Transcript_26795.p1,
Transcript_26798.p1,K12618
Transcript_26799.p2,
Transcript_268.p1,
Transcript_2680.p2,
Transcript_26800.p2,
Transcript_26801.p1,
Transcript_26805.p2,
Transcript_26806.p1,
Transcript_26808.p1,K10405
Transcript_26809.p3,
Transcript_26811.p1,
Transcript_26813.p4,K23424
Transcript_26815.p1,
Transcript_26817.p2,
Transcript_26818.p1,K00757
Transcript_26819.p2,K05658
Transcript_2682.p1,
Transcript_26820.p2,
Transcript_26822.p1,
Transcript_26823.p1,
Transcript_26825.p1,
Transcript_26826.p1,
Transcript_26827.p4,K10206
Transcript_26829.p3,
Transcript_2683.p1,
Transcript_26830.p1,
Transcript_26831.p3,
Transcript_26834.p1,K00616
Transcript_26835.p1,K03872
Transcript_26839.p2,
Transcript_2684.p1,K02183
Transcript_26840.p1,
Transcript_26843.p3,K15505
Transcript_26844.p1,
Transcript_26845.p1,
Transcript_26848.p1,K23460
Transcript_26849.p5,
Transcript_2685.p1,
Transcript_26850.p1,K09571
Transcript_26851.p1,
Transcript_26852.p1,
Transcript_26853.p1,
Transcript_26854.p1,
Transcript_26855.p2,K08857
Transcript_26856.p2,K20784
Transcript_26857.p2,
Transcript_26858.p1,K18749
Transcript_26859.p1,
Transcript_2686.p3,
Transcript_26860.p1,
Transcript_26861.p1,K20165
Transcript_26862.p2,K11417
Transcript_26863.p2,
Transcript_26864.p1,K05544
Transcript_26865.p2,K05544
Transcript_26866.p1,
Transcript_26867.p1,
Transcript_26868.p2,K12567
Transcript_26869.p1,
Transcript_2687.p2,
Transcript_26870.p1,K03969
Transcript_26871.p2,
Transcript_26872.p2,
Transcript_26873.p1,
Transcript_26874.p4,
Transcript_26875.p3,
Transcript_26876.p1,K09509
Transcript_26877.p1,K15370
Transcript_26878.p1,
Transcript_26879.p1,
Transcript_2688.p1,
Transcript_26881.p3,K01626
Transcript_26882.p1,
Transcript_26883.p1,
Transcript_26884.p1,
Transcript_26885.p2,
Transcript_26886.p1,
Transcript_26887.p1,K08333
Transcript_26888.p1,K03152
Transcript_26889.p1,K13171
Transcript_2689.p1,
Transcript_26890.p2,
Transcript_26891.p1,K00800
Transcript_26892.p3,
Transcript_26893.p3,
Transcript_26894.p4,
Transcript_26895.p1,
Transcript_26896.p1,
Transcript_26897.p1,
Transcript_26898.p1,
Transcript_26899.p1,
Transcript_269.p1,
Transcript_2690.p1,
Transcript_26900.p1,
Transcript_26901.p1,
Transcript_26902.p1,
Transcript_26903.p1,K01186
Transcript_26904.p2,
Transcript_26905.p1,
Transcript_26906.p4,K22614
Transcript_26907.p1,K00163
Transcript_26908.p1,
Transcript_26909.p1,
Transcript_2691.p1,K12604
Transcript_26911.p1,K14794
Transcript_26912.p2,
Transcript_26913.p1,K11314
Transcript_26914.p1,K16675
Transcript_26915.p1,
Transcript_26916.p1,K08714
Transcript_26917.p1,
Transcript_26918.p1,K15112
Transcript_26919.p1,
Transcript_2692.p1,K01354
Transcript_26920.p1,
Transcript_26921.p1,K08736
Transcript_26922.p1,
Transcript_26923.p1,
Transcript_26924.p1,
Transcript_26925.p3,
Transcript_26926.p5,
Transcript_26927.p1,
Transcript_26928.p1,K06252
Transcript_26929.p5,K06252
Transcript_2693.p2,
Transcript_26930.p2,
Transcript_26931.p2,K06252
Transcript_26932.p8,K02974
Transcript_26933.p1,
Transcript_26934.p2,
Transcript_26935.p4,
Transcript_26936.p2,
Transcript_26937.p1,
Transcript_26938.p1,K12493
Transcript_26939.p1,
Transcript_2694.p2,K15692
Transcript_26940.p2,
Transcript_26941.p2,
Transcript_26942.p2,
Transcript_26943.p2,
Transcript_26944.p1,
Transcript_26945.p2,
Transcript_26946.p4,
Transcript_26947.p1,K01379
Transcript_26948.p1,K08287
Transcript_26949.p2,
Transcript_2695.p2,
Transcript_26950.p2,K16748
Transcript_26951.p2,K10357
Transcript_26952.p1,K00121
Transcript_26955.p2,K15100
Transcript_26957.p1,
Transcript_26958.p2,
Transcript_2696.p1,
Transcript_26960.p1,K03676
Transcript_26962.p1,
Transcript_26964.p1,
Transcript_26965.p1,
Transcript_26969.p1,K09584
Transcript_26970.p1,K02885
Transcript_26971.p2,
Transcript_26973.p1,
Transcript_26974.p3,
Transcript_26978.p2,
Transcript_26979.p1,
Transcript_2698.p1,
Transcript_26981.p1,
Transcript_26984.p4,
Transcript_26985.p1,
Transcript_26987.p2,
Transcript_26988.p1,
Transcript_2699.p1,K03165
Transcript_26991.p1,K05970
Transcript_26992.p1,
Transcript_26993.p2,
Transcript_26994.p2,K15694
Transcript_26995.p1,
Transcript_26996.p3,
Transcript_26997.p4,K05011
Transcript_26998.p1,
Transcript_26999.p1,
Transcript_27.p5,
Transcript_2700.p4,
Transcript_27001.p2,
Transcript_27002.p1,K14856
Transcript_27004.p3,
Transcript_27005.p1,K12824
Transcript_27006.p4,
Transcript_27007.p3,
Transcript_27008.p2,
Transcript_27009.p1,
Transcript_2701.p2,
Transcript_27010.p1,
Transcript_27011.p4,
Transcript_27012.p2,
Transcript_27014.p5,
Transcript_27017.p1,
Transcript_27019.p1,
Transcript_2702.p2,
Transcript_27020.p1,
Transcript_27021.p2,K07299
Transcript_27022.p2,K10356
Transcript_27023.p1,K16794
Transcript_27024.p2,
Transcript_27025.p1,
Transcript_27026.p1,
Transcript_27028.p1,
Transcript_27029.p1,
Transcript_2703.p1,
Transcript_27030.p1,
Transcript_27034.p1,
Transcript_27035.p1,
Transcript_27038.p1,
Transcript_27039.p1,
Transcript_27040.p2,
Transcript_27041.p1,K00728
Transcript_27042.p2,K23398
Transcript_27044.p1,K06171
Transcript_27045.p1,
Transcript_27046.p3,
Transcript_27047.p2,
Transcript_27049.p1,
Transcript_2705.p1,K13220
Transcript_27050.p1,K02183
Transcript_27051.p3,K18457
Transcript_27052.p1,K10408
Transcript_27053.p1,
Transcript_27054.p2,
Transcript_27055.p1,
Transcript_27056.p4,K14291
Transcript_27057.p1,
Transcript_27058.p2,
Transcript_27059.p1,
Transcript_2706.p1,K01276
Transcript_27061.p1,K03145
Transcript_27062.p3,
Transcript_27063.p1,
Transcript_27066.p1,K02178
Transcript_27067.p4,
Transcript_27068.p1,
Transcript_2707.p1,
Transcript_27070.p1,
Transcript_27071.p3,
Transcript_27072.p2,K13216
Transcript_27073.p1,
Transcript_27074.p1,
Transcript_27075.p1,
Transcript_27076.p1,
Transcript_27077.p1,
Transcript_27078.p1,
Transcript_27079.p1,
Transcript_2708.p1,
Transcript_27080.p1,
Transcript_27081.p1,
Transcript_27082.p1,
Transcript_27083.p1,
Transcript_27084.p1,
Transcript_27085.p1,K02872
Transcript_27087.p1,
Transcript_27088.p2,K00855
Transcript_27091.p1,
Transcript_27092.p3,
Transcript_27094.p1,
Transcript_27096.p1,
Transcript_27097.p2,
Transcript_27098.p2,K12823
Transcript_27099.p2,
Transcript_2710.p1,K12591
Transcript_27101.p2,K20521
Transcript_27103.p2,K10408
Transcript_27105.p3,
Transcript_27106.p1,
Transcript_27108.p1,
Transcript_27109.p2,
Transcript_2711.p3,K12591
Transcript_27111.p1,K07542
Transcript_27114.p3,
