,seqid,Dbxref,Name,Note
24269,Transcript_227,"""Pfam:PF00025.17""",Arf,ADP-ribosylation factor family
27815,Transcript_2270,"""Pfam:PF01266.20""",DAO,FAD dependent oxidoreductase
35360,Transcript_22702,"""Pfam:PF01769.12""",MgtE,Divalent cation transporter
35361,Transcript_22704,"""Pfam:PF03399.12""",SAC3_GANP,SAC3/GANP/Nin1/mts3/eIF-3 p25 family
35365,Transcript_22705,"""Pfam:PF00443.25""",UCH,Ubiquitin carboxyl-terminal hydrolase
35367,Transcript_22708,"""Pfam:PF00439.21""",Bromodomain,Bromodomain
35371,Transcript_22709,"""Pfam:PF03770.12""",IPK,Inositol polyphosphate kinase
35372,Transcript_22710,"""Pfam:PF01266.20""",DAO,FAD dependent oxidoreductase
35375,Transcript_22713,"""Pfam:PF09996.5""",DUF2237,Uncharacterized protein conserved in bacteria (DUF2237)
35376,Transcript_22715,"""Pfam:PF00173.24""",Cyt-b5,Cytochrome b5-like Heme/Steroid binding domain
35377,Transcript_22724,"""Pfam:PF00632.21""",HECT,HECT-domain (ubiquitin-transferase)
35378,Transcript_22726,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
35382,Transcript_22728,"""Pfam:PF00169.25""",PH,PH domain
35383,Transcript_22736,"""Pfam:PF13920.2""",zf-C3HC4_3,"Zinc finger, C3HC4 type (RING finger)"
35388,Transcript_22737,"""Pfam:PF00188.22""",CAP,Cysteine-rich secretory protein family
35389,Transcript_22739,"""Pfam:PF00177.17""",Ribosomal_S7,Ribosomal protein S7p/S5e
35393,Transcript_22740,"""Pfam:PF13166.2""",AAA_13,AAA domain
35394,Transcript_22741,"""Pfam:PF13476.2""",AAA_23,AAA domain
35400,Transcript_22742,"""Pfam:PF05637.8""",Glyco_transf_34,galactosyl transferase GMA12/MNN10 family
35402,Transcript_22743,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
35404,Transcript_22744,"""Pfam:PF03959.9""",FSH1,Serine hydrolase (FSH1)
35405,Transcript_22747,"""Pfam:PF00450.18""",Peptidase_S10,Serine carboxypeptidase
35406,Transcript_22749,"""Pfam:PF00450.18""",Peptidase_S10,Serine carboxypeptidase
35408,Transcript_22755,"""Pfam:PF03016.11""",Exostosin,Exostosin family
35409,Transcript_22756,"""Pfam:PF01167.14""",Tub,Tub family
35418,Transcript_22757,"""Pfam:PF13393.2""",tRNA-synt_His,Histidyl-tRNA synthetase
35421,Transcript_22758,"""Pfam:PF03031.14""",NIF,NLI interacting factor-like phosphatase
35423,Transcript_22759,"""Pfam:PF01062.17""",Bestrophin,"Bestrophin, RFP-TM, chloride channel"
35425,Transcript_22760,"""Pfam:PF08238.8""",Sel1,Sel1 repeat
35426,Transcript_22761,"""Pfam:PF01813.13""",ATP-synt_D,ATP synthase subunit D
35428,Transcript_22762,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
35434,Transcript_22763,"""Pfam:PF04755.8""",PAP_fibrillin,PAP_fibrillin
35436,Transcript_22764,"""Pfam:PF01490.14""",Aa_trans,Transmembrane amino acid transporter protein
35438,Transcript_22769,"""Pfam:PF13844.2""",Glyco_transf_41,Glycosyl transferase family 41
35441,Transcript_22770,"""Pfam:PF01302.21""",CAP_GLY,CAP-Gly domain
35467,Transcript_22773,"""Pfam:PF03054.12""",tRNA_Me_trans,tRNA methyl transferase
35471,Transcript_22774,"""Pfam:PF14226.2""",DIOX_N,non-haem dioxygenase in morphine synthesis N-terminal
35474,Transcript_22776,"""Pfam:PF13578.2""",Methyltransf_24,Methyltransferase domain
35475,Transcript_22778,"""Pfam:PF01636.19""",APH,Phosphotransferase enzyme family
35478,Transcript_22779,"""Pfam:PF00928.17""",Adap_comp_sub,Adaptor complexes medium subunit family
35481,Transcript_22780,"""Pfam:PF01061.20""",ABC2_membrane,ABC-2 type transporter
35483,Transcript_22782,"""Pfam:PF03133.11""",TTL,Tubulin-tyrosine ligase family
35499,Transcript_22783,"""Pfam:PF02493.16""",MORN,MORN repeat
35516,Transcript_22787,"""Pfam:PF02966.12""",DIM1,Mitosis protein DIM1
35523,Transcript_22789,"""Pfam:PF06415.9""",iPGM_N,BPG-independent PGAM N-terminus (iPGM_N)
35525,Transcript_22790,"""Pfam:PF03028.11""",Dynein_heavy,Dynein heavy chain and region D6 of dynein motor
35529,Transcript_22796,"""Pfam:PF16187.1""",Peptidase_M16_M,Middle or third domain of peptidase_M16
27818,Transcript_2280,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
35530,Transcript_22808,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35532,Transcript_22813,"""Pfam:PF01062.17""",Bestrophin,"Bestrophin, RFP-TM, chloride channel"
35533,Transcript_22814,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
35537,Transcript_22816,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
35539,Transcript_22817,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
35543,Transcript_22824,"""Pfam:PF00704.24""",Glyco_hydro_18,Glycosyl hydrolases family 18
35544,Transcript_22825,"""Pfam:PF09332.7""",Mcm10,Mcm10 replication factor
35594,Transcript_22830,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
35599,Transcript_22831,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35605,Transcript_22833,"""Pfam:PF14555.2""",UBA_4,UBA-like domain
35607,Transcript_22834,"""Pfam:PF14606.2""",Lipase_GDSL_3,GDSL-like Lipase/Acylhydrolase family
35613,Transcript_22837,"""Pfam:PF00415.14""",RCC1,Regulator of chromosome condensation (RCC1) repeat
35622,Transcript_22839,"""Pfam:PF00083.20""",Sugar_tr,Sugar (and other) transporter
35626,Transcript_22841,"""Pfam:PF04181.9""",RPAP2_Rtr1,Rtr1/RPAP2 family
35627,Transcript_22845,"""Pfam:PF07842.8""",GCFC,GC-rich sequence DNA-binding factor-like protein
35628,Transcript_22846,"""Pfam:PF06094.8""",GGACT,"Gamma-glutamyl cyclotransferase, AIG2-like"
35632,Transcript_22849,"""Pfam:PF09409.6""",PUB,PUB domain
35634,Transcript_22850,"""Pfam:PF00685.23""",Sulfotransfer_1,Sulfotransferase domain
27821,Transcript_2286,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
35636,Transcript_22860,"""Pfam:PF04495.10""",GRASP55_65,GRASP55/65 PDZ-like domain
35639,Transcript_22861,"""Pfam:PF00450.18""",Peptidase_S10,Serine carboxypeptidase
35640,Transcript_22863,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
35643,Transcript_22865,"""Pfam:PF07977.9""",FabA,FabA-like domain
35644,Transcript_22866,"""Pfam:PF07977.9""",FabA,FabA-like domain
35646,Transcript_22867,"""Pfam:PF10294.5""",Methyltransf_16,Lysine methyltransferase
35652,Transcript_22868,"""Pfam:PF00439.21""",Bromodomain,Bromodomain
35653,Transcript_22869,"""Pfam:PF02074.11""",Peptidase_M32,Carboxypeptidase Taq (M32) metallopeptidase
27868,Transcript_2287,"""Pfam:PF01074.18""",Glyco_hydro_38,Glycosyl hydrolases family 38 N-terminal domain
35654,Transcript_22870,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
35657,Transcript_22872,"""Pfam:PF00169.25""",PH,PH domain
35658,Transcript_22873,"""Pfam:PF07522.10""",DRMBL,DNA repair metallo-beta-lactamase
35661,Transcript_22875,"""Pfam:PF04427.14""",Brix,Brix domain
35663,Transcript_22876,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
35664,Transcript_22878,"""Pfam:PF00313.18""",CSD,'Cold-shock' DNA-binding domain
35665,Transcript_22879,"""Pfam:PF00459.21""",Inositol_P,Inositol monophosphatase family
27869,Transcript_2288,"""Pfam:PF01074.18""",Glyco_hydro_38,Glycosyl hydrolases family 38 N-terminal domain
35667,Transcript_22883,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
35672,Transcript_22884,"""Pfam:PF07742.8""",BTG,BTG family
35678,Transcript_22886,"""Pfam:PF07466.7""",DUF1517,Protein of unknown function (DUF1517)
27870,Transcript_2289,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
35679,Transcript_22890,"""Pfam:PF00106.21""",adh_short,short chain dehydrogenase
35682,Transcript_22891,"""Pfam:PF13964.2""",Kelch_6,Kelch motif
35691,Transcript_22893,"""Pfam:PF13414.2""",TPR_11,TPR repeat
35763,Transcript_22896,"""Pfam:PF00300.18""",His_Phos_1,Histidine phosphatase superfamily (branch 1)
35765,Transcript_22899,"""Pfam:PF07780.8""",Spb1_C,Spb1 C-terminal domain
35766,Transcript_22900,"""Pfam:PF03133.11""",TTL,Tubulin-tyrosine ligase family
35771,Transcript_22901,"""Pfam:PF10392.5""",COG5,Golgi transport complex subunit 5
27874,Transcript_2291,"""Pfam:PF13593.2""",SBF_like,SBF-like CPA transporter family (DUF4137)
35780,Transcript_22910,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
35787,Transcript_22912,"""Pfam:PF04564.11""",U-box,U-box domain
35791,Transcript_22921,"""Pfam:PF00113.18""",Enolase_C,"Enolase, C-terminal TIM barrel domain"
35793,Transcript_22922,"""Pfam:PF06799.7""",DUF1230,Protein of unknown function (DUF1230)
35794,Transcript_22923,"""Pfam:PF03476.12""",MOSC_N,MOSC N-terminal beta barrel domain
35796,Transcript_22925,"""Pfam:PF00856.24""",SET,SET domain
35797,Transcript_22926,"""Pfam:PF00168.26""",C2,C2 domain
27875,Transcript_2293,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
35798,Transcript_22930,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35799,Transcript_22931,"""Pfam:PF02735.12""",Ku,Ku70/Ku80 beta-barrel domain
35804,Transcript_22935,"""Pfam:PF01915.18""",Glyco_hydro_3_C,Glycosyl hydrolase family 3 C-terminal domain
35805,Transcript_22936,"""Pfam:PF02668.12""",TauD,"Taurine catabolism dioxygenase TauD, TfdA family"
35806,Transcript_22937,"""Pfam:PF10191.5""",COG7,Golgi complex component 7 (COG7)
35807,Transcript_22939,"""Pfam:PF00240.19""",ubiquitin,Ubiquitin family
35808,Transcript_22940,"""Pfam:PF12345.4""",DUF3641,Protein of unknown function (DUF3641)
35810,Transcript_22941,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
35813,Transcript_22944,"""Pfam:PF00929.20""",RNase_T,Exonuclease
35814,Transcript_22947,"""Pfam:PF00352.17""",TBP,"Transcription factor TFIID (or TATA-binding protein, TBP)"
35816,Transcript_22948,"""Pfam:PF13091.2""",PLDc_2,PLD-like domain
35824,Transcript_22950,"""Pfam:PF06824.7""",DUF1237,Protein of unknown function (DUF1237)
35825,Transcript_22952,"""Pfam:PF09717.6""",CPW_WPC,Plasmodium falciparum domain of unknown function (CPW_WPC)
35826,Transcript_22956,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
35830,Transcript_22959,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
27886,Transcript_2296,"""Pfam:PF03935.11""",SKN1,Beta-glucan synthesis-associated protein (SKN1)
35831,Transcript_22963,"""Pfam:PF08385.8""",DHC_N1,"Dynein heavy chain, N-terminal region 1"
35856,Transcript_22965,"""Pfam:PF00588.15""",SpoU_methylase,SpoU rRNA Methylase family
35857,Transcript_22966,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
35865,Transcript_22968,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35866,Transcript_22969,"""Pfam:PF00642.20""",zf-CCCH,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
27896,Transcript_2297,"""Pfam:PF00380.15""",Ribosomal_S9,Ribosomal protein S9/S16
35868,Transcript_22970,"""Pfam:PF13414.2""",TPR_11,TPR repeat
35873,Transcript_22972,"""Pfam:PF00060.22""",Lig_chan,Ligand-gated ion channel
35874,Transcript_22976,"""Pfam:PF01061.20""",ABC2_membrane,ABC-2 type transporter
35877,Transcript_22977,"""Pfam:PF02176.14""",zf-TRAF,TRAF-type zinc finger
35878,Transcript_22979,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
35879,Transcript_22981,"""Pfam:PF00849.18""",PseudoU_synth_2,RNA pseudouridylate synthase
35881,Transcript_22982,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35886,Transcript_22984,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
35896,Transcript_22988,"""Pfam:PF00009.23""",GTP_EFTU,Elongation factor Tu GTP binding domain
35901,Transcript_22989,"""Pfam:PF02894.13""",GFO_IDH_MocA_C,"Oxidoreductase family, C-terminal alpha/beta domain"
27897,Transcript_2299,"""Pfam:PF01408.18""",GFO_IDH_MocA,"Oxidoreductase family, NAD-binding Rossmann fold"
35903,Transcript_22990,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
35911,Transcript_22992,"""Pfam:PF00231.15""",ATP-synt,ATP synthase
35912,Transcript_22994,"""Pfam:PF13759.2""",2OG-FeII_Oxy_5,Putative 2OG-Fe(II) oxygenase
35913,Transcript_22995,"""Pfam:PF03016.11""",Exostosin,Exostosin family
35914,Transcript_22996,"""Pfam:PF00324.17""",AA_permease,Amino acid permease
27898,Transcript_2300,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
35916,Transcript_23000,"""Pfam:PF14295.2""",PAN_4,PAN domain
35919,Transcript_23011,"""Pfam:PF03638.11""",TCR,"Tesmin/TSO1-like CXC domain, cysteine-rich domain"
35920,Transcript_23013,"""Pfam:PF09416.6""",UPF1_Zn_bind,RNA helicase (UPF2 interacting domain)
35921,Transcript_23014,"""Pfam:PF13086.2""",AAA_11,AAA domain
35925,Transcript_23016,"""Pfam:PF13086.2""",AAA_11,AAA domain
35928,Transcript_23020,"""Pfam:PF01833.20""",TIG,IPT/TIG domain
35930,Transcript_23021,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
35931,Transcript_23023,"""Pfam:PF08142.8""",AARP2CN,AARP2CN (NUC121) domain
35932,Transcript_23027,"""Pfam:PF01852.15""",START,START domain
35933,Transcript_23030,"""Pfam:PF00441.20""",Acyl-CoA_dh_1,"Acyl-CoA dehydrogenase, C-terminal domain"
35935,Transcript_23033,"""Pfam:PF00063.17""",Myosin_head,Myosin head (motor domain)
35940,Transcript_23035,"""Pfam:PF03357.17""",Snf7,Snf7
35941,Transcript_23036,"""Pfam:PF05686.8""",Glyco_transf_90,Glycosyl transferase family 90
35942,Transcript_23039,"""Pfam:PF04749.13""",PLAC8,PLAC8 family
27900,Transcript_2304,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
35943,Transcript_23041,"""Pfam:PF00730.21""",HhH-GPD,HhH-GPD superfamily base excision DNA repair protein
35945,Transcript_23043,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
35953,Transcript_23046,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
35954,Transcript_23047,"""Pfam:PF00012.16""",HSP70,Hsp70 protein
35964,Transcript_23051,"""Pfam:PF02966.12""",DIM1,Mitosis protein DIM1
35965,Transcript_23052,"""Pfam:PF01465.16""",GRIP,GRIP domain
35966,Transcript_23053,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
35967,Transcript_23054,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
35968,Transcript_23055,"""Pfam:PF00840.16""",Glyco_hydro_7,Glycosyl hydrolase family 7
35970,Transcript_23058,"""Pfam:PF01039.18""",Carboxyl_trans,Carboxyl transferase domain
35971,Transcript_23059,"""Pfam:PF01039.18""",Carboxyl_trans,Carboxyl transferase domain
27904,Transcript_2306,"""Pfam:PF00530.14""",SRCR,Scavenger receptor cysteine-rich domain
35975,Transcript_23060,"""Pfam:PF00169.25""",PH,PH domain
35976,Transcript_23061,"""Pfam:PF13877.2""",RPAP3_C,Potential Monad-binding region of RPAP3
35979,Transcript_23062,"""Pfam:PF13180.2""",PDZ_2,PDZ domain
35982,Transcript_23063,"""Pfam:PF07749.8""",ERp29,"Endoplasmic reticulum protein ERp29, C-terminal domain"
35986,Transcript_23065,"""Pfam:PF07386.7""",DUF1499,Protein of unknown function (DUF1499)
35988,Transcript_23067,"""Pfam:PF08241.8""",Methyltransf_11,Methyltransferase domain
35996,Transcript_23068,"""Pfam:PF03031.14""",NIF,NLI interacting factor-like phosphatase
27908,Transcript_2307,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
35997,Transcript_23075,"""Pfam:PF04142.11""",Nuc_sug_transp,Nucleotide-sugar transporter
35999,Transcript_23076,"""Pfam:PF00033.15""",Cytochrome_B,Cytochrome b/b6/petB
36001,Transcript_23079,"""Pfam:PF03226.10""",Yippee-Mis18,"Yippee zinc-binding/DNA-binding /Mis18, centromere assembly"
36002,Transcript_23083,"""Pfam:PF01263.16""",Aldose_epim,Aldose 1-epimerase
36003,Transcript_23084,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
36004,Transcript_23085,"""Pfam:PF00916.16""",Sulfate_transp,Sulfate permease family
36006,Transcript_23086,"""Pfam:PF00916.16""",Sulfate_transp,Sulfate permease family
36009,Transcript_23087,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
27910,Transcript_2309,"""Pfam:PF05185.12""",PRMT5,PRMT5 arginine-N-methyltransferase
36016,Transcript_23093,"""Pfam:PF01494.15""",FAD_binding_3,FAD binding domain
36018,Transcript_23099,"""Pfam:PF00067.18""",p450,Cytochrome P450
27912,Transcript_2310,"""Pfam:PF00211.16""",Guanylate_cyc,Adenylate and Guanylate cyclase catalytic domain
36025,Transcript_23100,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
36035,Transcript_23105,"""Pfam:PF00168.26""",C2,C2 domain
36036,Transcript_23109,"""Pfam:PF00271.27""",Helicase_C,Helicase conserved C-terminal domain
36037,Transcript_23110,"""Pfam:PF05916.7""",Sld5,GINS complex protein
36038,Transcript_23113,"""Pfam:PF05063.10""",MT-A70,MT-A70
36039,Transcript_23115,"""Pfam:PF01189.13""",Nol1_Nop2_Fmu,16S rRNA methyltransferase RsmF
36040,Transcript_23118,"""Pfam:PF06984.9""",MRP-L47,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
27913,Transcript_2312,"""Pfam:PF05153.11""",MIOX,Myo-inositol oxygenase
36044,Transcript_23126,"""Pfam:PF07970.8""",COPIIcoated_ERV,Endoplasmic reticulum vesicle transporter
36048,Transcript_23127,"""Pfam:PF00312.18""",Ribosomal_S15,Ribosomal protein S15
36049,Transcript_23128,"""Pfam:PF00454.23""",PI3_PI4_kinase,Phosphatidylinositol 3- and 4-kinase
36052,Transcript_23131,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
36053,Transcript_23134,"""Pfam:PF03600.12""",CitMHS,Citrate transporter
36060,Transcript_23138,"""Pfam:PF11913.4""",DUF3431,Protein of unknown function (DUF3431)
36061,Transcript_23139,"""Pfam:PF06437.7""",ISN1,IMP-specific 5'-nucleotidase
27916,Transcript_2314,"""Pfam:PF13676.2""",TIR_2,TIR domain
36063,Transcript_23140,"""Pfam:PF00025.17""",Arf,ADP-ribosylation factor family
36068,Transcript_23146,"""Pfam:PF07366.8""",SnoaL,SnoaL-like polyketide cyclase
27919,Transcript_2315,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
36069,Transcript_23151,"""Pfam:PF04178.8""",Got1,Got1/Sft2-like family
36073,Transcript_23153,"""Pfam:PF04969.12""",CS,CS domain
36074,Transcript_23154,"""Pfam:PF02338.15""",OTU,OTU-like cysteine protease
36075,Transcript_23155,"""Pfam:PF02338.15""",OTU,OTU-like cysteine protease
36077,Transcript_23157,"""Pfam:PF00487.20""",FA_desaturase,Fatty acid desaturase
36079,Transcript_23159,"""Pfam:PF00233.15""",PDEase_I,3'5'-cyclic nucleotide phosphodiesterase
36082,Transcript_23161,"""Pfam:PF13870.2""",DUF4201,Domain of unknown function (DUF4201)
36093,Transcript_23163,"""Pfam:PF13424.2""",TPR_12,Tetratricopeptide repeat
36097,Transcript_23168,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
36099,Transcript_23170,"""Pfam:PF13561.2""",adh_short_C2,Enoyl-(Acyl carrier protein) reductase
36101,Transcript_23172,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
36103,Transcript_23176,"""Pfam:PF07209.8""",DUF1415,Protein of unknown function (DUF1415)
36104,Transcript_23178,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
27925,Transcript_2318,"""Pfam:PF13041.2""",PPR_2,PPR repeat family
36106,Transcript_23180,"""Pfam:PF01931.14""",NTPase_I-T,Protein of unknown function DUF84
36110,Transcript_23185,"""Pfam:PF16212.1""",PhoLip_ATPase_C,Phospholipid-translocating P-type ATPase C-terminal
36114,Transcript_23187,"""Pfam:PF00179.22""",UQ_con,Ubiquitin-conjugating enzyme
36118,Transcript_23188,"""Pfam:PF00397.22""",WW,WW domain
36119,Transcript_23189,"""Pfam:PF00534.16""",Glycos_transf_1,Glycosyl transferases group 1
36124,Transcript_23190,"""Pfam:PF13868.2""",TPH,Trichohyalin-plectin-homology domain
36125,Transcript_23191,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
36127,Transcript_23194,"""Pfam:PF05899.8""",Cupin_3,Protein of unknown function (DUF861)
36128,Transcript_23195,"""Pfam:PF02167.11""",Cytochrom_C1,Cytochrome C1 family
36130,Transcript_23196,"""Pfam:PF10127.5""",Nuc-transf,Predicted nucleotidyltransferase
36135,Transcript_23197,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
36138,Transcript_23198,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
36140,Transcript_23199,"""Pfam:PF04087.10""",DUF389,Domain of unknown function (DUF389)
24277,Transcript_232,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
27928,Transcript_2320,"""Pfam:PF10250.5""",O-FucT,GDP-fucose protein O-fucosyltransferase
36141,Transcript_23200,"""Pfam:PF00083.20""",Sugar_tr,Sugar (and other) transporter
36145,Transcript_23203,"""Pfam:PF01734.18""",Patatin,Patatin-like phospholipase
36146,Transcript_23204,"""Pfam:PF00160.17""",Pro_isomerase,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
36158,Transcript_23205,"""Pfam:PF02816.14""",Alpha_kinase,Alpha-kinase family
36161,Transcript_23206,"""Pfam:PF00258.21""",Flavodoxin_1,Flavodoxin
36162,Transcript_23209,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
27929,Transcript_2321,"""Pfam:PF13015.2""",PRKCSH_1,Glucosidase II beta subunit-like protein
36164,Transcript_23212,"""Pfam:PF00421.15""",PSII,Photosystem II protein
36165,Transcript_23213,"""Pfam:PF00421.15""",PSII,Photosystem II protein
36253,Transcript_23214,"""Pfam:PF00124.15""",Photo_RC,Photosynthetic reaction centre protein
36254,Transcript_23215,"""Pfam:PF04755.8""",PAP_fibrillin,PAP_fibrillin
36255,Transcript_23216,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
